revenue_id,customer_id,subscription_id,payment_date,amount
18135,1826,1640,2025-04-01,499
18136,1826,1640,2025-05-01,499
18137,1826,1640,2025-06-01,499
18138,1826,1640,2025-07-01,499
18139,1826,1640,2025-08-01,499
18140,1826,1640,2025-09-01,499
18141,1826,1640,2025-10-01,499
18142,1826,1640,2025-11-01,499
18143,1826,1640,2025-12-01,499
18144,1826,1640,2026-01-01,499
18145,1826,1640,2026-02-01,499
18146,1826,1640,2026-03-01,499
18147,1826,1640,2026-04-01,499
18148,1826,1640,2026-05-01,499
18149,1826,1640,2026-06-01,499
18150,1827,1641,2025-05-01,499
18151,1827,1641,2025-06-01,499
18152,1827,1641,2025-07-01,499
18153,1827,1641,2025-08-01,499
18154,1827,1641,2025-09-01,499
18155,1827,1641,2025-10-01,499
18156,1827,1641,2025-11-01,499
18157,1827,1641,2025-12-01,499
18158,1827,1641,2026-01-01,499
18159,1827,1641,2026-02-01,499
18160,1827,1641,2026-03-01,499
18161,1827,1641,2026-04-01,499
18162,1827,1641,2026-05-01,499
18163,1827,1641,2026-06-01,499
18164,1828,1642,2025-04-01,2999
18165,1828,1642,2025-05-01,2999
18166,1828,1642,2025-06-01,2999
18167,1828,1642,2025-07-01,2999
18168,1828,1642,2025-08-01,2999
18169,1828,1642,2025-09-01,2999
18170,1828,1642,2025-10-01,2999
18171,1828,1642,2025-11-01,2999
18172,1828,1642,2025-12-01,2999
18173,1828,1642,2026-01-01,2999
18174,1828,1642,2026-02-01,2999
18175,1828,1642,2026-03-01,2999
18176,1828,1642,2026-04-01,2999
18177,1828,1642,2026-05-01,2999
18178,1828,1642,2026-06-01,2999
18179,1829,1643,2025-12-01,999
18180,1829,1643,2026-01-01,999
18181,1829,1643,2026-02-01,999
18182,1829,1643,2026-03-01,999
18183,1829,1643,2026-04-01,999
18184,1829,1643,2026-05-01,999
18185,1829,1643,2026-06-01,999
18186,1830,1644,2024-12-01,999
18187,1830,1644,2025-01-01,999
18188,1830,1644,2025-02-01,999
18189,1830,1644,2025-03-01,999
18190,1830,1644,2025-04-01,999
18191,1830,1644,2025-05-01,999
18192,1830,1644,2025-06-01,999
18193,1830,1644,2025-07-01,999
18194,1830,1644,2025-08-01,999
18195,1830,1644,2025-09-01,999
18196,1830,1644,2025-10-01,999
18197,1830,1644,2025-11-01,999
18198,1830,1644,2025-12-01,999
18199,1830,1644,2026-01-01,999
18200,1830,1644,2026-02-01,999
18201,1830,1644,2026-03-01,999
18202,1830,1644,2026-04-01,999
18203,1830,1644,2026-05-01,999
18204,1830,1644,2026-06-01,999
18205,1831,1645,2025-01-01,2999
18206,1831,1645,2025-02-01,2999
18207,1831,1645,2025-03-01,2999
18208,1831,1645,2025-04-01,2999
18209,1831,1645,2025-05-01,2999
18210,1831,1645,2025-06-01,2999
18211,1831,1645,2025-07-01,2999
18212,1831,1645,2025-08-01,2999
18213,1831,1645,2025-09-01,2999
18214,1831,1645,2025-10-01,2999
18215,1831,1645,2025-11-01,2999
18216,1831,1645,2025-12-01,2999
18217,1831,1645,2026-01-01,2999
18218,1831,1645,2026-02-01,2999
18219,1831,1645,2026-03-01,2999
18220,1831,1645,2026-04-01,2999
18221,1831,1645,2026-05-01,2999
18222,1831,1645,2026-06-01,2999
18223,1832,1646,2026-06-01,499
18224,1832,1646,2026-07-01,499
18225,1832,1646,2026-08-01,499
18226,1832,1646,2026-09-01,499
18227,1833,1647,2025-01-01,999
18228,1833,1647,2025-02-01,999
18229,1833,1647,2025-03-01,999
18230,1833,1647,2025-04-01,999
18231,1833,1647,2025-05-01,999
18232,1833,1647,2025-06-01,999
18233,1833,1647,2025-07-01,999
18234,1833,1647,2025-08-01,999
18235,1833,1647,2025-09-01,999
18236,1833,1647,2025-10-01,999
18237,1833,1647,2025-11-01,999
18238,1833,1647,2025-12-01,999
18239,1833,1647,2026-01-01,999
18240,1833,1647,2026-02-01,999
18241,1833,1647,2026-03-01,999
18242,1833,1647,2026-04-01,999
18243,1833,1647,2026-05-01,999
18244,1833,1647,2026-06-01,999
18245,1834,1648,2025-06-01,2999
18246,1834,1648,2025-07-01,2999
18247,1834,1648,2025-08-01,2999
18248,1834,1648,2025-09-01,2999
18249,1834,1648,2025-10-01,2999
18250,1834,1648,2025-11-01,2999
18251,1834,1648,2025-12-01,2999
18252,1834,1648,2026-01-01,2999
18253,1834,1648,2026-02-01,2999
18254,1834,1648,2026-03-01,2999
18255,1834,1648,2026-04-01,2999
18256,1834,1648,2026-05-01,2999
18257,1834,1648,2026-06-01,2999
18258,1835,1649,2024-08-01,999
18259,1835,1649,2024-09-01,999
18260,1835,1649,2024-10-01,999
18261,1835,1649,2024-11-01,999
18262,1835,1649,2024-12-01,999
18263,1835,1649,2025-01-01,999
18264,1835,1649,2025-02-01,999
18265,1835,1649,2025-03-01,999
18266,1835,1649,2025-04-01,999
18267,1835,1649,2025-05-01,999
18268,1835,1649,2025-06-01,999
18269,1835,1649,2025-07-01,999
18270,1835,1649,2025-08-01,999
18271,1835,1649,2025-09-01,999
18272,1835,1649,2025-10-01,999
18273,1835,1649,2025-11-01,999
18274,1835,1649,2025-12-01,999
18275,1835,1649,2026-01-01,999
18276,1835,1649,2026-02-01,999
18277,1835,1649,2026-03-01,999
18278,1835,1649,2026-04-01,999
18279,1835,1649,2026-05-01,999
18280,1835,1649,2026-06-01,999
18281,1836,1650,2025-08-01,2999
18282,1836,1650,2025-09-01,2999
18283,1836,1650,2025-10-01,2999
18284,1836,1650,2025-11-01,2999
18285,1836,1650,2025-12-01,2999
18286,1836,1650,2026-01-01,2999
18287,1836,1650,2026-02-01,2999
18288,1836,1650,2026-03-01,2999
18289,1836,1650,2026-04-01,2999
18290,1836,1650,2026-05-01,2999
18291,1836,1650,2026-06-01,2999
18292,1837,1651,2025-08-01,2999
18293,1837,1651,2025-09-01,2999
18294,1837,1651,2025-10-01,2999
18295,1837,1651,2025-11-01,2999
18296,1837,1651,2025-12-01,2999
18297,1837,1651,2026-01-01,2999
18298,1837,1651,2026-02-01,2999
18299,1837,1651,2026-03-01,2999
18300,1837,1651,2026-04-01,2999
18301,1837,1651,2026-05-01,2999
18302,1837,1651,2026-06-01,2999
18303,1838,1652,2025-08-01,2999
18304,1838,1652,2025-09-01,2999
18305,1838,1652,2025-10-01,2999
18306,1838,1652,2025-11-01,2999
18307,1838,1652,2025-12-01,2999
18308,1838,1652,2026-01-01,2999
18309,1838,1652,2026-02-01,2999
18310,1838,1652,2026-03-01,2999
18311,1838,1652,2026-04-01,2999
18312,1838,1652,2026-05-01,2999
18313,1838,1652,2026-06-01,2999
18314,1839,1653,2025-08-01,999
18315,1839,1653,2025-09-01,999
18316,1839,1653,2025-10-01,999
18317,1839,1653,2025-11-01,999
18318,1839,1653,2025-12-01,999
18319,1839,1653,2026-01-01,999
18320,1839,1653,2026-02-01,999
18321,1839,1653,2026-03-01,999
18322,1839,1653,2026-04-01,999
18323,1839,1653,2026-05-01,999
18324,1839,1653,2026-06-01,999
18325,1840,1654,2024-12-01,999
18326,1840,1654,2025-01-01,999
18327,1840,1654,2025-02-01,999
18328,1840,1654,2025-03-01,999
18329,1840,1654,2025-04-01,999
18330,1840,1654,2025-05-01,999
18331,1840,1654,2025-06-01,999
18332,1840,1654,2025-07-01,999
18333,1840,1654,2025-08-01,999
18334,1840,1654,2025-09-01,999
18335,1840,1654,2025-10-01,999
18336,1840,1654,2025-11-01,999
18337,1840,1654,2025-12-01,999
18338,1840,1654,2026-01-01,999
18339,1840,1654,2026-02-01,999
18340,1840,1654,2026-03-01,999
18341,1840,1654,2026-04-01,999
18342,1840,1654,2026-05-01,999
18343,1840,1654,2026-06-01,999
18344,1841,1655,2026-04-01,2999
18345,1841,1655,2026-05-01,2999
18346,1841,1655,2026-06-01,2999
18347,1843,1656,2026-05-01,499
18348,1843,1656,2026-06-01,499
18349,1844,1657,2026-01-01,999
18350,1844,1657,2026-02-01,999
18351,1844,1657,2026-03-01,999
18352,1844,1657,2026-04-01,999
18353,1844,1657,2026-05-01,999
18354,1845,1658,2025-03-01,499
18355,1845,1658,2025-04-01,499
18356,1845,1658,2025-05-01,499
18357,1845,1658,2025-06-01,499
18358,1845,1658,2025-07-01,499
18359,1845,1658,2025-08-01,499
18360,1845,1658,2025-09-01,499
18361,1845,1658,2025-10-01,499
18362,1845,1658,2025-11-01,499
18363,1845,1658,2025-12-01,499
18364,1845,1658,2026-01-01,499
18365,1845,1658,2026-02-01,499
18366,1845,1658,2026-03-01,499
18367,1845,1658,2026-04-01,499
18368,1845,1658,2026-05-01,499
18369,1845,1658,2026-06-01,499
18370,1846,1659,2026-06-01,999
18371,1848,1660,2025-06-01,499
18372,1848,1660,2025-07-01,499
18373,1848,1660,2025-08-01,499
18374,1848,1660,2025-09-01,499
18375,1848,1660,2025-10-01,499
18376,1848,1660,2025-11-01,499
18377,1848,1660,2025-12-01,499
18378,1848,1660,2026-01-01,499
18379,1848,1660,2026-02-01,499
18380,1848,1660,2026-03-01,499
18381,1848,1660,2026-04-01,499
18382,1848,1660,2026-05-01,499
18383,1848,1660,2026-06-01,499
18384,1849,1661,2025-03-01,499
18385,1849,1661,2025-04-01,499
18386,1849,1661,2025-05-01,499
18387,1849,1661,2025-06-01,499
18388,1849,1661,2025-07-01,499
18389,1849,1661,2025-08-01,499
18390,1849,1661,2025-09-01,499
18391,1849,1661,2025-10-01,499
18392,1849,1661,2025-11-01,499
18393,1849,1661,2025-12-01,499
18394,1849,1661,2026-01-01,499
18395,1849,1661,2026-02-01,499
18396,1849,1661,2026-03-01,499
18397,1849,1661,2026-04-01,499
18398,1849,1661,2026-05-01,499
18399,1849,1661,2026-06-01,499
18400,1850,1662,2025-08-01,2999
18401,1850,1662,2025-09-01,2999
18402,1850,1662,2025-10-01,2999
18403,1850,1662,2025-11-01,2999
18404,1850,1662,2025-12-01,2999
18405,1850,1662,2026-01-01,2999
18406,1850,1662,2026-02-01,2999
18407,1850,1662,2026-03-01,2999
18408,1850,1662,2026-04-01,2999
18409,1850,1662,2026-05-01,2999
18410,1850,1662,2026-06-01,2999
18411,1851,1663,2026-01-01,2999
18412,1851,1663,2026-02-01,2999
18413,1851,1663,2026-03-01,2999
18414,1851,1663,2026-04-01,2999
18415,1851,1663,2026-05-01,2999
18416,1851,1663,2026-06-01,2999
18417,1852,1664,2025-01-01,2999
18418,1852,1664,2025-02-01,2999
18419,1852,1664,2025-03-01,2999
18420,1852,1664,2025-04-01,2999
18421,1853,1665,2026-04-01,2999
18422,1853,1665,2026-05-01,2999
18423,1853,1665,2026-06-01,2999
18424,1854,1666,2024-08-01,999
18425,1854,1666,2024-09-01,999
18426,1854,1666,2024-10-01,999
18427,1854,1666,2024-11-01,999
18428,1854,1666,2024-12-01,999
18429,1854,1666,2025-01-01,999
18430,1854,1666,2025-02-01,999
18431,1854,1666,2025-03-01,999
18432,1854,1666,2025-04-01,999
18433,1854,1666,2025-05-01,999
18434,1854,1666,2025-06-01,999
18435,1854,1666,2025-07-01,999
18436,1854,1666,2025-08-01,999
18437,1854,1666,2025-09-01,999
18438,1854,1666,2025-10-01,999
18439,1854,1666,2025-11-01,999
18440,1854,1666,2025-12-01,999
18441,1854,1666,2026-01-01,999
18442,1854,1666,2026-02-01,999
18443,1854,1666,2026-03-01,999
18444,1854,1666,2026-04-01,999
18445,1854,1666,2026-05-01,999
18446,1854,1666,2026-06-01,999
18447,1856,1667,2025-10-01,2999
18448,1856,1667,2025-11-01,2999
18449,1856,1667,2025-12-01,2999
18450,1856,1667,2026-01-01,2999
18451,1856,1667,2026-02-01,2999
18452,1856,1667,2026-03-01,2999
18453,1856,1667,2026-04-01,2999
18454,1856,1667,2026-05-01,2999
18455,1856,1667,2026-06-01,2999
18456,1857,1668,2024-10-01,999
18457,1857,1668,2024-11-01,999
18458,1857,1668,2024-12-01,999
18459,1857,1668,2025-01-01,999
18460,1857,1668,2025-02-01,999
18461,1857,1668,2025-03-01,999
18462,1857,1668,2025-04-01,999
18463,1857,1668,2025-05-01,999
18464,1857,1668,2025-06-01,999
18465,1857,1668,2025-07-01,999
18466,1857,1668,2025-08-01,999
18467,1857,1668,2025-09-01,999
18468,1857,1668,2025-10-01,999
18469,1857,1668,2025-11-01,999
18470,1857,1668,2025-12-01,999
18471,1857,1668,2026-01-01,999
18472,1857,1668,2026-02-01,999
18473,1857,1668,2026-03-01,999
18474,1857,1668,2026-04-01,999
18475,1857,1668,2026-05-01,999
18476,1857,1668,2026-06-01,999
18477,1858,1669,2024-11-01,2999
18478,1858,1669,2024-12-01,2999
18479,1858,1669,2025-01-01,2999
18480,1858,1669,2025-02-01,2999
18481,1858,1669,2025-03-01,2999
18482,1858,1669,2025-04-01,2999
18483,1858,1669,2025-05-01,2999
18484,1858,1669,2025-06-01,2999
18485,1858,1669,2025-07-01,2999
18486,1858,1669,2025-08-01,2999
18487,1858,1669,2025-09-01,2999
18488,1858,1669,2025-10-01,2999
18489,1858,1669,2025-11-01,2999
18490,1858,1669,2025-12-01,2999
18491,1858,1669,2026-01-01,2999
18492,1858,1669,2026-02-01,2999
18493,1858,1669,2026-03-01,2999
18494,1858,1669,2026-04-01,2999
18495,1858,1669,2026-05-01,2999
18496,1858,1669,2026-06-01,2999
18497,1859,1670,2026-05-01,499
18498,1859,1670,2026-06-01,499
18499,1860,1671,2025-02-01,999
18500,1860,1671,2025-03-01,999
18501,1860,1671,2025-04-01,999
18502,1860,1671,2025-05-01,999
18503,1860,1671,2025-06-01,999
18504,1860,1671,2025-07-01,999
18505,1860,1671,2025-08-01,999
18506,1860,1671,2025-09-01,999
18507,1860,1671,2025-10-01,999
18508,1860,1671,2025-11-01,999
18509,1861,1672,2026-06-01,499
18510,1862,1673,2025-10-01,999
18511,1862,1673,2025-11-01,999
18512,1862,1673,2025-12-01,999
18513,1862,1673,2026-01-01,999
18514,1862,1673,2026-02-01,999
18515,1862,1673,2026-03-01,999
18516,1862,1673,2026-04-01,999
18517,1862,1673,2026-05-01,999
18518,1862,1673,2026-06-01,999
18519,1863,1674,2025-04-01,499
18520,1863,1674,2025-05-01,499
18521,1863,1674,2025-06-01,499
18522,1863,1674,2025-07-01,499
18523,1863,1674,2025-08-01,499
18524,1863,1674,2025-09-01,499
18525,1863,1674,2025-10-01,499
18526,1863,1674,2025-11-01,499
18527,1863,1674,2025-12-01,499
18528,1863,1674,2026-01-01,499
18529,1863,1674,2026-02-01,499
18530,1863,1674,2026-03-01,499
18531,1863,1674,2026-04-01,499
18532,1863,1674,2026-05-01,499
18533,1863,1674,2026-06-01,499
18534,1864,1675,2025-07-01,499
18535,1864,1675,2025-08-01,499
18536,1864,1675,2025-09-01,499
18537,1864,1675,2025-10-01,499
18538,1864,1675,2025-11-01,499
18539,1864,1675,2025-12-01,499
18540,1864,1675,2026-01-01,499
18541,1864,1675,2026-02-01,499
18542,1864,1675,2026-03-01,499
18543,1864,1675,2026-04-01,499
18544,1865,1676,2026-04-01,2999
18545,1865,1676,2026-05-01,2999
18546,1865,1676,2026-06-01,2999
18547,1866,1677,2025-09-01,999
18548,1866,1677,2025-10-01,999
18549,1866,1677,2025-11-01,999
18550,1866,1677,2025-12-01,999
18551,1866,1677,2026-01-01,999
18552,1866,1677,2026-02-01,999
18553,1866,1677,2026-03-01,999
18554,1866,1677,2026-04-01,999
18555,1866,1677,2026-05-01,999
18556,1866,1677,2026-06-01,999
18557,1867,1678,2024-12-01,2999
18558,1867,1678,2025-01-01,2999
18559,1867,1678,2025-02-01,2999
18560,1867,1678,2025-03-01,2999
18561,1867,1678,2025-04-01,2999
18562,1867,1678,2025-05-01,2999
18563,1867,1678,2025-06-01,2999
18564,1867,1678,2025-07-01,2999
18565,1867,1678,2025-08-01,2999
18566,1867,1678,2025-09-01,2999
18567,1867,1678,2025-10-01,2999
18568,1867,1678,2025-11-01,2999
18569,1867,1678,2025-12-01,2999
18570,1867,1678,2026-01-01,2999
18571,1867,1678,2026-02-01,2999
18572,1867,1678,2026-03-01,2999
18573,1867,1678,2026-04-01,2999
18574,1867,1678,2026-05-01,2999
18575,1867,1678,2026-06-01,2999
18576,1868,1679,2024-08-01,2999
18577,1868,1679,2024-09-01,2999
18578,1868,1679,2024-10-01,2999
18579,1868,1679,2024-11-01,2999
18580,1868,1679,2024-12-01,2999
18581,1868,1679,2025-01-01,2999
18582,1869,1680,2026-03-01,499
18583,1869,1680,2026-04-01,499
18584,1869,1680,2026-05-01,499
18585,1869,1680,2026-06-01,499
18586,1871,1681,2024-12-01,999
18587,1871,1681,2025-01-01,999
18588,1871,1681,2025-02-01,999
18589,1871,1681,2025-03-01,999
18590,1871,1681,2025-04-01,999
18591,1871,1681,2025-05-01,999
18592,1871,1681,2025-06-01,999
18593,1871,1681,2025-07-01,999
18594,1871,1681,2025-08-01,999
18595,1871,1681,2025-09-01,999
18596,1871,1681,2025-10-01,999
18597,1871,1681,2025-11-01,999
18598,1871,1681,2025-12-01,999
18599,1871,1681,2026-01-01,999
18600,1871,1681,2026-02-01,999
18601,1871,1681,2026-03-01,999
18602,1871,1681,2026-04-01,999
18603,1871,1681,2026-05-01,999
18604,1871,1681,2026-06-01,999
18605,1872,1682,2025-12-01,2999
18606,1872,1682,2026-01-01,2999
18607,1872,1682,2026-02-01,2999
18608,1872,1682,2026-03-01,2999
18609,1872,1682,2026-04-01,2999
18610,1872,1682,2026-05-01,2999
18611,1872,1682,2026-06-01,2999
18612,1873,1683,2025-06-01,999
18613,1873,1683,2025-07-01,999
18614,1873,1683,2025-08-01,999
18615,1873,1683,2025-09-01,999
18616,1873,1683,2025-10-01,999
18617,1873,1683,2025-11-01,999
18618,1873,1683,2025-12-01,999
18619,1873,1683,2026-01-01,999
18620,1873,1683,2026-02-01,999
18621,1873,1683,2026-03-01,999
18622,1873,1683,2026-04-01,999
18623,1873,1683,2026-05-01,999
18624,1873,1683,2026-06-01,999
18625,1874,1684,2026-04-01,2999
18626,1874,1684,2026-05-01,2999
18627,1874,1684,2026-06-01,2999
18628,1875,1685,2026-05-01,999
18629,1875,1685,2026-06-01,999
18630,1876,1686,2025-03-01,2999
18631,1876,1686,2025-04-01,2999
18632,1876,1686,2025-05-01,2999
18633,1876,1686,2025-06-01,2999
18634,1876,1686,2025-07-01,2999
18635,1876,1686,2025-08-01,2999
18636,1876,1686,2025-09-01,2999
18637,1876,1686,2025-10-01,2999
18638,1876,1686,2025-11-01,2999
18639,1876,1686,2025-12-01,2999
18640,1876,1686,2026-01-01,2999
18641,1876,1686,2026-02-01,2999
18642,1876,1686,2026-03-01,2999
18643,1876,1686,2026-04-01,2999
18644,1876,1686,2026-05-01,2999
18645,1876,1686,2026-06-01,2999
18646,1877,1687,2024-11-01,999
18647,1877,1687,2024-12-01,999
18648,1877,1687,2025-01-01,999
18649,1877,1687,2025-02-01,999
18650,1877,1687,2025-03-01,999
18651,1877,1687,2025-04-01,999
18652,1877,1687,2025-05-01,999
18653,1877,1687,2025-06-01,999
18654,1877,1687,2025-07-01,999
18655,1877,1687,2025-08-01,999
18656,1877,1687,2025-09-01,999
18657,1877,1687,2025-10-01,999
18658,1877,1687,2025-11-01,999
18659,1877,1687,2025-12-01,999
18660,1877,1687,2026-01-01,999
18661,1877,1687,2026-02-01,999
18662,1877,1687,2026-03-01,999
18663,1877,1687,2026-04-01,999
18664,1877,1687,2026-05-01,999
18665,1877,1687,2026-06-01,999
18666,1878,1688,2025-12-01,499
18667,1878,1688,2026-01-01,499
18668,1878,1688,2026-02-01,499
18669,1878,1688,2026-03-01,499
18670,1878,1688,2026-04-01,499
18671,1878,1688,2026-05-01,499
18672,1878,1688,2026-06-01,499
18673,1879,1689,2025-12-01,999
18674,1879,1689,2026-01-01,999
18675,1879,1689,2026-02-01,999
18676,1879,1689,2026-03-01,999
18677,1879,1689,2026-04-01,999
18678,1879,1689,2026-05-01,999
18679,1879,1689,2026-06-01,999
18680,1879,1689,2026-07-01,999
18681,1879,1689,2026-08-01,999
18682,1879,1689,2026-09-01,999
18683,1879,1689,2026-10-01,999
18684,1880,1690,2024-11-01,499
18685,1880,1690,2024-12-01,499
18686,1880,1690,2025-01-01,499
18687,1880,1690,2025-02-01,499
18688,1880,1690,2025-03-01,499
18689,1880,1690,2025-04-01,499
18690,1880,1690,2025-05-01,499
18691,1880,1690,2025-06-01,499
18692,1880,1690,2025-07-01,499
18693,1880,1690,2025-08-01,499
18694,1880,1690,2025-09-01,499
18695,1882,1692,2025-07-01,999
18696,1882,1692,2025-08-01,999
18697,1882,1692,2025-09-01,999
18698,1882,1692,2025-10-01,999
18699,1882,1692,2025-11-01,999
18700,1882,1692,2025-12-01,999
18701,1882,1692,2026-01-01,999
18702,1882,1692,2026-02-01,999
18703,1882,1692,2026-03-01,999
18704,1882,1692,2026-04-01,999
18705,1882,1692,2026-05-01,999
18706,1882,1692,2026-06-01,999
18707,1883,1693,2024-09-01,2999
18708,1883,1693,2024-10-01,2999
18709,1883,1693,2024-11-01,2999
18710,1883,1693,2024-12-01,2999
18711,1883,1693,2025-01-01,2999
18712,1883,1693,2025-02-01,2999
18713,1883,1693,2025-03-01,2999
18714,1883,1693,2025-04-01,2999
18715,1883,1693,2025-05-01,2999
18716,1883,1693,2025-06-01,2999
18717,1883,1693,2025-07-01,2999
18718,1883,1693,2025-08-01,2999
18719,1883,1693,2025-09-01,2999
18720,1883,1693,2025-10-01,2999
18721,1883,1693,2025-11-01,2999
18722,1883,1693,2025-12-01,2999
18723,1883,1693,2026-01-01,2999
18724,1883,1693,2026-02-01,2999
18725,1883,1693,2026-03-01,2999
18726,1883,1693,2026-04-01,2999
18727,1883,1693,2026-05-01,2999
18728,1883,1693,2026-06-01,2999
18729,1884,1694,2025-03-01,999
18730,1884,1694,2025-04-01,999
18731,1884,1694,2025-05-01,999
18732,1884,1694,2025-06-01,999
18733,1884,1694,2025-07-01,999
18734,1884,1694,2025-08-01,999
18735,1884,1694,2025-09-01,999
18736,1884,1694,2025-10-01,999
18737,1884,1694,2025-11-01,999
18738,1884,1694,2025-12-01,999
18739,1884,1694,2026-01-01,999
18740,1884,1694,2026-02-01,999
18741,1884,1694,2026-03-01,999
18742,1884,1694,2026-04-01,999
18743,1884,1694,2026-05-01,999
18744,1884,1694,2026-06-01,999
18745,1885,1695,2026-03-01,2999
18746,1885,1695,2026-04-01,2999
18747,1885,1695,2026-05-01,2999
18748,1885,1695,2026-06-01,2999
18749,1886,1696,2024-10-01,2999
18750,1886,1696,2024-11-01,2999
18751,1886,1696,2024-12-01,2999
18752,1886,1696,2025-01-01,2999
18753,1886,1696,2025-02-01,2999
18754,1886,1696,2025-03-01,2999
18755,1886,1696,2025-04-01,2999
18756,1886,1696,2025-05-01,2999
18757,1886,1696,2025-06-01,2999
18758,1886,1696,2025-07-01,2999
18759,1886,1696,2025-08-01,2999
18760,1886,1696,2025-09-01,2999
18761,1886,1696,2025-10-01,2999
18762,1886,1696,2025-11-01,2999
18763,1886,1696,2025-12-01,2999
18764,1886,1696,2026-01-01,2999
18765,1886,1696,2026-02-01,2999
18766,1886,1696,2026-03-01,2999
18767,1886,1696,2026-04-01,2999
18768,1886,1696,2026-05-01,2999
18769,1886,1696,2026-06-01,2999
18770,1887,1697,2025-11-01,999
18771,1887,1697,2025-12-01,999
18772,1887,1697,2026-01-01,999
18773,1887,1697,2026-02-01,999
18774,1887,1697,2026-03-01,999
18775,1887,1697,2026-04-01,999
18776,1887,1697,2026-05-01,999
18777,1887,1697,2026-06-01,999
18778,1888,1698,2026-04-01,499
18779,1888,1698,2026-05-01,499
18780,1888,1698,2026-06-01,499
18781,1889,1699,2025-10-01,2999
18782,1889,1699,2025-11-01,2999
18783,1889,1699,2025-12-01,2999
18784,1889,1699,2026-01-01,2999
18785,1889,1699,2026-02-01,2999
18786,1889,1699,2026-03-01,2999
18787,1889,1699,2026-04-01,2999
18788,1889,1699,2026-05-01,2999
18789,1889,1699,2026-06-01,2999
18790,1890,1700,2026-07-01,499
18791,1890,1700,2026-08-01,499
18792,1890,1700,2026-09-01,499
18793,1890,1700,2026-10-01,499
18794,1890,1700,2026-11-01,499
18795,1891,1701,2024-10-01,999
18796,1891,1701,2024-11-01,999
18797,1891,1701,2024-12-01,999
18798,1891,1701,2025-01-01,999
18799,1891,1701,2025-02-01,999
18800,1891,1701,2025-03-01,999
18801,1892,1702,2025-07-01,999
18802,1892,1702,2025-08-01,999
18803,1892,1702,2025-09-01,999
18804,1892,1702,2025-10-01,999
18805,1892,1702,2025-11-01,999
18806,1893,1703,2025-07-01,999
18807,1893,1703,2025-08-01,999
18808,1893,1703,2025-09-01,999
18809,1893,1703,2025-10-01,999
18810,1893,1703,2025-11-01,999
18811,1893,1703,2025-12-01,999
18812,1893,1703,2026-01-01,999
18813,1893,1703,2026-02-01,999
18814,1893,1703,2026-03-01,999
18815,1893,1703,2026-04-01,999
18816,1893,1703,2026-05-01,999
18817,1893,1703,2026-06-01,999
18818,1894,1704,2026-02-01,499
18819,1894,1704,2026-03-01,499
18820,1894,1704,2026-04-01,499
18821,1894,1704,2026-05-01,499
18822,1894,1704,2026-06-01,499
18823,1894,1704,2026-07-01,499
18824,1895,1705,2025-04-01,999
18825,1895,1705,2025-05-01,999
18826,1895,1705,2025-06-01,999
18827,1895,1705,2025-07-01,999
18828,1895,1705,2025-08-01,999
18829,1895,1705,2025-09-01,999
18830,1895,1705,2025-10-01,999
18831,1895,1705,2025-11-01,999
18832,1895,1705,2025-12-01,999
18833,1895,1705,2026-01-01,999
18834,1895,1705,2026-02-01,999
18835,1895,1705,2026-03-01,999
18836,1895,1705,2026-04-01,999
18837,1895,1705,2026-05-01,999
18838,1895,1705,2026-06-01,999
18839,1896,1706,2026-03-01,999
18840,1896,1706,2026-04-01,999
18841,1896,1706,2026-05-01,999
18842,1896,1706,2026-06-01,999
18843,1897,1707,2026-06-01,999
18844,1899,1708,2024-12-01,2999
18845,1899,1708,2025-01-01,2999
18846,1900,1709,2026-04-01,499
18847,1900,1709,2026-05-01,499
18848,1900,1709,2026-06-01,499
18849,1901,1710,2025-09-01,2999
18850,1901,1710,2025-10-01,2999
18851,1901,1710,2025-11-01,2999
18852,1901,1710,2025-12-01,2999
18853,1901,1710,2026-01-01,2999
18854,1901,1710,2026-02-01,2999
18855,1901,1710,2026-03-01,2999
18856,1901,1710,2026-04-01,2999
18857,1901,1710,2026-05-01,2999
18858,1901,1710,2026-06-01,2999
18859,1902,1711,2024-08-01,499
18860,1902,1711,2024-09-01,499
18861,1902,1711,2024-10-01,499
18862,1902,1711,2024-11-01,499
18863,1902,1711,2024-12-01,499
18864,1902,1711,2025-01-01,499
18865,1902,1711,2025-02-01,499
18866,1902,1711,2025-03-01,499
18867,1902,1711,2025-04-01,499
18868,1902,1711,2025-05-01,499
18869,1902,1711,2025-06-01,499
18870,1902,1711,2025-07-01,499
18871,1902,1711,2025-08-01,499
18872,1902,1711,2025-09-01,499
18873,1902,1711,2025-10-01,499
18874,1902,1711,2025-11-01,499
18875,1902,1711,2025-12-01,499
18876,1902,1711,2026-01-01,499
18877,1902,1711,2026-02-01,499
18878,1902,1711,2026-03-01,499
18879,1902,1711,2026-04-01,499
18880,1902,1711,2026-05-01,499
18881,1902,1711,2026-06-01,499
18882,1903,1712,2025-02-01,999
18883,1903,1712,2025-03-01,999
18884,1903,1712,2025-04-01,999
18885,1903,1712,2025-05-01,999
18886,1903,1712,2025-06-01,999
18887,1903,1712,2025-07-01,999
18888,1903,1712,2025-08-01,999
18889,1903,1712,2025-09-01,999
18890,1903,1712,2025-10-01,999
18891,1903,1712,2025-11-01,999
18892,1903,1712,2025-12-01,999
18893,1903,1712,2026-01-01,999
18894,1903,1712,2026-02-01,999
18895,1903,1712,2026-03-01,999
18896,1903,1712,2026-04-01,999
