subscription_id,customer_id,plan_name,monthly_price,start_date,end_date,status
1120,1241,Basic,499,2025-11-09,2026-01-08 00:00:00,Cancelled
1121,1242,Enterprise,2999,2025-12-26,2099-12-31,Active
1122,1243,Basic,499,2025-10-09,2099-12-31,Active
1123,1244,Pro,999,2025-09-29,2099-12-31,Active
1124,1245,Basic,499,2024-10-09,2099-12-31,Active
1125,1247,Pro,999,2025-12-25,2099-12-31,Active
1126,1248,Basic,499,2025-12-07,2099-12-31,Active
1127,1249,Basic,499,2025-01-27,2025-07-30 00:00:00,Cancelled
1128,1250,Enterprise,2999,2026-03-27,2099-12-31,Active
1129,1251,Basic,499,2024-10-06,2099-12-31,Active
1130,1252,Pro,999,2025-07-17,2099-12-31,Active
1131,1253,Pro,999,2025-09-25,2099-12-31,Active
1132,1254,Enterprise,2999,2025-12-10,2099-12-31,Active
1133,1255,Basic,499,2024-09-18,2099-12-31,Active
1134,1256,Pro,999,2025-07-20,2099-12-31,Active
1135,1257,Basic,499,2024-10-18,2099-12-31,Active
1136,1258,Basic,499,2025-10-22,2099-12-31,Active
1137,1259,Basic,499,2024-10-11,2099-12-31,Active
1138,1260,Enterprise,2999,2025-06-24,2025-12-02 00:00:00,Cancelled
1139,1261,Basic,499,2026-05-05,2099-12-31,Active
1140,1262,Enterprise,2999,2025-01-24,2025-05-11 00:00:00,Cancelled
1141,1263,Pro,999,2026-02-25,2099-12-31,Active
1142,1264,Basic,499,2025-01-28,2099-12-31,Active
1143,1265,Basic,499,2026-01-21,2099-12-31,Active
1144,1266,Basic,499,2025-03-20,2099-12-31,Active
1145,1267,Enterprise,2999,2026-03-27,2099-12-31,Active
1146,1268,Enterprise,2999,2026-02-19,2099-12-31,Active
1147,1269,Pro,999,2026-05-18,2099-12-31,Active
1148,1270,Enterprise,2999,2026-03-02,2099-12-31,Active
1149,1271,Enterprise,2999,2024-10-10,2099-12-31,Active
1150,1272,Enterprise,2999,2024-10-18,2099-12-31,Active
1151,1273,Basic,499,2025-08-22,2099-12-31,Active
1152,1275,Pro,999,2024-11-27,2099-12-31,Active
1153,1276,Pro,999,2025-09-08,2026-07-14 00:00:00,Cancelled
1154,1277,Pro,999,2025-04-20,2099-12-31,Active
1155,1278,Enterprise,2999,2025-10-25,2026-09-11 00:00:00,Cancelled
1156,1279,Pro,999,2024-09-29,2099-12-31,Active
1157,1280,Pro,999,2025-08-21,2099-12-31,Active
1158,1281,Basic,499,2025-05-26,2099-12-31,Active
1159,1282,Pro,999,2024-11-07,2025-02-23 00:00:00,Cancelled
1160,1283,Enterprise,2999,2025-04-21,2099-12-31,Active
1161,1284,Pro,999,2025-07-06,2099-12-31,Active
1162,1285,Enterprise,2999,2025-03-01,2099-12-31,Active
1163,1286,Pro,999,2026-06-02,2099-12-31,Active
1164,1287,Pro,999,2025-11-01,2099-12-31,Active
1165,1288,Basic,499,2025-07-05,2025-09-18 00:00:00,Cancelled
1166,1289,Pro,999,2025-11-25,2099-12-31,Active
1167,1290,Basic,499,2025-07-19,2099-12-31,Active
1168,1291,Enterprise,2999,2025-08-17,2099-12-31,Active
1169,1292,Basic,499,2024-10-24,2099-12-31,Active
1170,1293,Basic,499,2024-08-10,2099-12-31,Active
1171,1294,Basic,499,2026-03-18,2099-12-31,Active
1172,1296,Pro,999,2026-02-11,2099-12-31,Active
1173,1298,Pro,999,2025-04-18,2099-12-31,Active
1174,1299,Enterprise,2999,2025-08-19,2026-03-13 00:00:00,Cancelled
1175,1300,Enterprise,2999,2024-07-30,2099-12-31,Active
1176,1302,Pro,999,2026-05-08,2099-12-31,Active
1177,1303,Basic,499,2024-12-31,2099-12-31,Active
1178,1304,Pro,999,2026-01-21,2099-12-31,Active
1179,1305,Basic,499,2025-10-10,2099-12-31,Active
1180,1306,Pro,999,2025-10-16,2099-12-31,Active
1181,1307,Enterprise,2999,2024-09-04,2099-12-31,Active
1182,1308,Enterprise,2999,2024-07-22,2099-12-31,Active
1183,1309,Pro,999,2025-02-22,2099-12-31,Active
1184,1310,Basic,499,2026-01-07,2099-12-31,Active
1185,1311,Pro,999,2024-12-24,2025-10-30 00:00:00,Cancelled
1186,1312,Enterprise,2999,2026-02-02,2026-07-24 00:00:00,Cancelled
1187,1313,Basic,499,2024-09-21,2099-12-31,Active
1188,1314,Enterprise,2999,2026-05-10,2099-12-31,Active
1189,1316,Enterprise,2999,2025-06-19,2099-12-31,Active
1190,1317,Basic,499,2024-11-14,2099-12-31,Active
1191,1318,Enterprise,2999,2024-09-23,2025-05-17 00:00:00,Cancelled
1192,1319,Basic,499,2024-06-28,2099-12-31,Active
1193,1320,Enterprise,2999,2025-09-30,2099-12-31,Active
1194,1321,Enterprise,2999,2026-05-23,2099-12-31,Active
1195,1322,Pro,999,2026-04-06,2099-12-31,Active
1196,1323,Pro,999,2025-12-29,2099-12-31,Active
1197,1324,Pro,999,2024-08-09,2024-09-25 00:00:00,Cancelled
1198,1325,Enterprise,2999,2025-03-26,2099-12-31,Active
1199,1326,Basic,499,2026-05-15,2099-12-31,Active
1200,1327,Basic,499,2025-01-11,2099-12-31,Active
1201,1328,Basic,499,2025-08-22,2099-12-31,Active
1202,1329,Basic,499,2025-01-11,2099-12-31,Active
1203,1330,Basic,499,2026-05-08,2099-12-31,Active
1204,1331,Pro,999,2026-04-21,2026-10-05 00:00:00,Cancelled
1205,1332,Basic,499,2025-02-16,2025-07-09 00:00:00,Cancelled
1206,1333,Pro,999,2025-02-16,2099-12-31,Active
1207,1334,Basic,499,2026-04-26,2099-12-31,Active
1208,1335,Pro,999,2024-12-05,2099-12-31,Active
1209,1336,Basic,499,2025-03-27,2099-12-31,Active
1210,1337,Pro,999,2026-03-11,2099-12-31,Active
1211,1338,Pro,999,2026-05-24,2099-12-31,Active
1212,1339,Basic,499,2024-07-24,2099-12-31,Active
1213,1340,Enterprise,2999,2025-02-28,2099-12-31,Active
1214,1341,Basic,499,2025-11-14,2099-12-31,Active
1215,1342,Pro,999,2025-09-02,2099-12-31,Active
1216,1343,Basic,499,2024-10-08,2099-12-31,Active
1217,1344,Basic,499,2024-06-26,2099-12-31,Active
1218,1345,Enterprise,2999,2025-12-14,2099-12-31,Active
1219,1346,Pro,999,2024-07-23,2099-12-31,Active
1220,1347,Enterprise,2999,2024-07-07,2099-12-31,Active
1221,1349,Pro,999,2024-07-23,2099-12-31,Active
1222,1350,Pro,999,2024-12-28,2025-08-01 00:00:00,Cancelled
1223,1351,Basic,499,2025-01-21,2099-12-31,Active
1224,1352,Pro,999,2025-04-01,2099-12-31,Active
1225,1353,Pro,999,2025-05-09,2099-12-31,Active
1226,1354,Enterprise,2999,2024-10-26,2025-10-06 00:00:00,Cancelled
1227,1355,Pro,999,2025-10-10,2026-04-02 00:00:00,Cancelled
1228,1356,Enterprise,2999,2025-12-28,2099-12-31,Active
1229,1357,Pro,999,2024-08-02,2099-12-31,Active
1230,1358,Enterprise,2999,2024-08-02,2099-12-31,Active
1231,1359,Pro,999,2024-09-08,2099-12-31,Active
1232,1360,Enterprise,2999,2024-11-14,2025-11-04 00:00:00,Cancelled
1233,1361,Enterprise,2999,2024-12-27,2025-11-20 00:00:00,Cancelled
1234,1362,Enterprise,2999,2025-06-12,2099-12-31,Active
1235,1363,Basic,499,2024-09-02,2099-12-31,Active
1236,1364,Enterprise,2999,2025-12-03,2099-12-31,Active
1237,1365,Pro,999,2025-02-04,2025-08-16 00:00:00,Cancelled
1238,1366,Enterprise,2999,2025-09-14,2099-12-31,Active
1239,1368,Basic,499,2025-04-02,2099-12-31,Active
1240,1370,Enterprise,2999,2025-11-27,2099-12-31,Active
1241,1371,Basic,499,2025-11-12,2099-12-31,Active
1242,1372,Enterprise,2999,2025-04-15,2099-12-31,Active
1243,1373,Enterprise,2999,2025-05-15,2099-12-31,Active
1244,1374,Basic,499,2025-11-02,2099-12-31,Active
1245,1375,Pro,999,2024-07-20,2099-12-31,Active
1246,1377,Basic,499,2025-06-30,2099-12-31,Active
1247,1378,Enterprise,2999,2026-03-03,2099-12-31,Active
1248,1379,Pro,999,2025-04-03,2099-12-31,Active
1249,1380,Enterprise,2999,2026-03-04,2099-12-31,Active
1250,1382,Basic,499,2026-01-27,2099-12-31,Active
1251,1383,Pro,999,2025-12-17,2099-12-31,Active
1252,1385,Pro,999,2025-09-07,2099-12-31,Active
1253,1386,Pro,999,2025-01-07,2099-12-31,Active
1254,1387,Basic,499,2025-11-29,2099-12-31,Active
1255,1388,Enterprise,2999,2024-10-09,2099-12-31,Active
1256,1389,Basic,499,2026-05-16,2099-12-31,Active
1257,1390,Pro,999,2025-12-11,2099-12-31,Active
1258,1391,Pro,999,2026-01-18,2099-12-31,Active
1259,1392,Pro,999,2024-06-24,2099-12-31,Active
1260,1393,Enterprise,2999,2024-06-24,2099-12-31,Active
1261,1394,Pro,999,2025-03-11,2099-12-31,Active
1262,1395,Pro,999,2025-07-29,2099-12-31,Active
1263,1396,Pro,999,2025-12-05,2099-12-31,Active
1264,1397,Pro,999,2025-01-02,2099-12-31,Active
1265,1398,Basic,499,2026-04-09,2099-12-31,Active
1266,1399,Basic,499,2025-07-21,2099-12-31,Active
1267,1400,Pro,999,2024-10-18,2099-12-31,Active
1268,1401,Pro,999,2025-10-06,2099-12-31,Active
1269,1402,Enterprise,2999,2026-01-22,2099-12-31,Active
1270,1403,Enterprise,2999,2025-07-17,2099-12-31,Active
1271,1404,Basic,499,2026-05-26,2099-12-31,Active
1272,1405,Basic,499,2024-07-27,2099-12-31,Active
1273,1406,Pro,999,2024-07-02,2099-12-31,Active
1274,1407,Basic,499,2025-12-11,2099-12-31,Active
1275,1408,Pro,999,2026-05-30,2099-12-31,Active
1276,1409,Basic,499,2025-02-21,2099-12-31,Active
1277,1411,Pro,999,2025-09-21,2099-12-31,Active
1278,1412,Pro,999,2025-11-20,2099-12-31,Active
1279,1413,Pro,999,2025-07-14,2099-12-31,Active
1280,1414,Pro,999,2024-08-18,2099-12-31,Active
1281,1415,Enterprise,2999,2025-08-16,2099-12-31,Active
1282,1416,Enterprise,2999,2026-05-28,2099-12-31,Active
1283,1417,Basic,499,2024-07-30,2099-12-31,Active
1284,1418,Basic,499,2026-04-14,2026-08-07 00:00:00,Cancelled
1285,1419,Pro,999,2024-11-13,2099-12-31,Active
1286,1420,Pro,999,2025-09-03,2099-12-31,Active
1287,1421,Pro,999,2025-08-20,2099-12-31,Active
1288,1422,Basic,499,2025-10-19,2099-12-31,Active
1289,1423,Pro,999,2026-04-24,2099-12-31,Active
1290,1424,Enterprise,2999,2024-07-26,2025-02-23 00:00:00,Cancelled
1291,1425,Basic,499,2025-06-02,2025-09-09 00:00:00,Cancelled
1292,1426,Enterprise,2999,2025-10-06,2099-12-31,Active
1293,1427,Enterprise,2999,2026-02-02,2099-12-31,Active
1294,1428,Basic,499,2024-12-21,2099-12-31,Active
1295,1429,Pro,999,2025-02-09,2025-12-16 00:00:00,Cancelled
1296,1431,Basic,499,2024-11-06,2025-02-03 00:00:00,Cancelled
1297,1432,Basic,499,2025-06-29,2025-08-27 00:00:00,Cancelled
1298,1434,Basic,499,2024-09-10,2099-12-31,Active
1299,1436,Basic,499,2026-03-08,2026-11-08 00:00:00,Cancelled
1300,1438,Basic,499,2025-01-25,2099-12-31,Active
1301,1439,Basic,499,2025-10-28,2099-12-31,Active
1302,1440,Enterprise,2999,2025-02-28,2099-12-31,Active
1303,1441,Enterprise,2999,2024-10-08,2099-12-31,Active
1304,1442,Enterprise,2999,2025-10-29,2099-12-31,Active
1305,1443,Enterprise,2999,2024-12-27,2099-12-31,Active
1306,1444,Enterprise,2999,2024-12-08,2099-12-31,Active
1307,1445,Basic,499,2026-06-20,2099-12-31,Active
1308,1446,Enterprise,2999,2026-04-11,2099-12-31,Active
1309,1447,Enterprise,2999,2026-02-16,2099-12-31,Active
1310,1448,Basic,499,2025-03-17,2099-12-31,Active
1311,1449,Pro,999,2025-11-13,2099-12-31,Active
1312,1450,Basic,499,2024-10-04,2099-12-31,Active
1313,1451,Basic,499,2026-01-03,2099-12-31,Active
1314,1452,Pro,999,2025-08-01,2026-07-05 00:00:00,Cancelled
1315,1453,Basic,499,2025-09-30,2099-12-31,Active
1316,1454,Pro,999,2025-12-20,2099-12-31,Active
1317,1456,Enterprise,2999,2024-09-04,2099-12-31,Active
1318,1457,Enterprise,2999,2025-04-22,2099-12-31,Active
1319,1458,Pro,999,2025-11-18,2099-12-31,Active
1320,1459,Enterprise,2999,2026-02-11,2099-12-31,Active
1321,1460,Pro,999,2025-06-10,2099-12-31,Active
1322,1462,Basic,499,2026-04-05,2027-01-28 00:00:00,Cancelled
1323,1463,Basic,499,2024-09-27,2099-12-31,Active
1324,1464,Basic,499,2025-10-15,2099-12-31,Active
1325,1465,Enterprise,2999,2025-02-08,2025-10-27 00:00:00,Cancelled
1326,1466,Enterprise,2999,2025-06-17,2099-12-31,Active
1327,1467,Pro,999,2025-02-19,2099-12-31,Active
1328,1468,Enterprise,2999,2024-06-21,2099-12-31,Active
1329,1469,Pro,999,2025-05-22,2099-12-31,Active
1330,1470,Pro,999,2026-05-11,2099-12-31,Active
1331,1471,Pro,999,2024-11-22,2099-12-31,Active
1332,1472,Basic,499,2025-09-16,2099-12-31,Active
1333,1473,Pro,999,2026-04-14,2099-12-31,Active
1334,1474,Basic,499,2025-09-18,2099-12-31,Active
1335,1476,Enterprise,2999,2025-04-23,2099-12-31,Active
1336,1477,Basic,499,2025-12-16,2099-12-31,Active
1337,1478,Pro,999,2026-01-27,2026-09-16 00:00:00,Cancelled
1338,1479,Basic,499,2026-06-05,2099-12-31,Active
1339,1480,Enterprise,2999,2025-02-04,2099-12-31,Active
1340,1481,Basic,499,2025-10-28,2099-12-31,Active
1341,1482,Pro,999,2025-01-26,2099-12-31,Active
1342,1484,Basic,499,2026-01-04,2099-12-31,Active
1343,1486,Enterprise,2999,2025-08-16,2099-12-31,Active
1344,1487,Pro,999,2024-11-19,2099-12-31,Active
1345,1488,Pro,999,2025-06-06,2099-12-31,Active
1346,1489,Pro,999,2026-03-12,2099-12-31,Active
1347,1490,Enterprise,2999,2024-07-28,2099-12-31,Active
1348,1491,Enterprise,2999,2025-01-14,2099-12-31,Active
1349,1492,Pro,999,2024-10-09,2099-12-31,Active
1350,1494,Enterprise,2999,2026-06-14,2099-12-31,Active
1351,1495,Basic,499,2024-08-28,2099-12-31,Active
1352,1496,Enterprise,2999,2024-12-12,2099-12-31,Active
1353,1497,Basic,499,2025-01-25,2099-12-31,Active
1354,1498,Pro,999,2026-04-25,2099-12-31,Active
1355,1500,Enterprise,2999,2025-10-05,2026-03-11 00:00:00,Cancelled
1356,1501,Pro,999,2024-08-17,2099-12-31,Active
1357,1502,Pro,999,2024-11-05,2099-12-31,Active
1358,1503,Enterprise,2999,2024-10-03,2099-12-31,Active
1359,1504,Pro,999,2024-10-08,2025-01-23 00:00:00,Cancelled
1360,1505,Pro,999,2026-06-10,2099-12-31,Active
1361,1506,Enterprise,2999,2025-03-10,2099-12-31,Active
1362,1507,Pro,999,2025-10-18,2099-12-31,Active
1363,1508,Pro,999,2025-07-08,2099-12-31,Active
1364,1509,Enterprise,2999,2024-06-30,2099-12-31,Active
1365,1510,Pro,999,2026-03-07,2099-12-31,Active
1366,1511,Enterprise,2999,2025-10-30,2026-05-31 00:00:00,Cancelled
1367,1512,Basic,499,2025-09-02,2099-12-31,Active
1368,1516,Pro,999,2025-08-11,2099-12-31,Active
1369,1517,Enterprise,2999,2025-10-22,2099-12-31,Active
1370,1518,Basic,499,2026-04-06,2099-12-31,Active
1371,1519,Enterprise,2999,2025-11-15,2099-12-31,Active
1372,1520,Basic,499,2025-02-16,2099-12-31,Active
1373,1521,Pro,999,2025-01-21,2099-12-31,Active
1374,1522,Enterprise,2999,2025-11-20,2099-12-31,Active
1375,1524,Pro,999,2024-06-22,2099-12-31,Active
1376,1525,Basic,499,2024-12-04,2099-12-31,Active
1377,1526,Pro,999,2025-12-07,2099-12-31,Active
1378,1528,Basic,499,2025-01-28,2099-12-31,Active
1379,1529,Basic,499,2025-02-27,2099-12-31,Active
1380,1530,Pro,999,2025-04-26,2099-12-31,Active
1381,1531,Enterprise,2999,2025-07-07,2099-12-31,Active
1382,1532,Pro,999,2024-10-23,2099-12-31,Active
1383,1533,Basic,499,2024-07-28,2099-12-31,Active
1384,1534,Enterprise,2999,2024-07-24,2099-12-31,Active
1385,1535,Basic,499,2025-10-10,2099-12-31,Active
1386,1536,Enterprise,2999,2025-07-20,2099-12-31,Active
1387,1537,Basic,499,2025-07-28,2099-12-31,Active
1388,1538,Enterprise,2999,2026-06-19,2099-12-31,Active
1389,1539,Enterprise,2999,2025-09-16,2099-12-31,Active
1390,1540,Enterprise,2999,2026-04-08,2027-03-20 00:00:00,Cancelled
1391,1541,Pro,999,2026-02-10,2099-12-31,Active
1392,1542,Pro,999,2025-12-22,2099-12-31,Active
1393,1543,Basic,499,2025-04-24,2099-12-31,Active
1394,1544,Pro,999,2026-04-09,2099-12-31,Active
1395,1545,Pro,999,2025-11-03,2026-06-18 00:00:00,Cancelled
1396,1546,Pro,999,2025-01-03,2099-12-31,Active
1397,1547,Enterprise,2999,2024-08-02,2099-12-31,Active
1398,1548,Basic,499,2024-07-11,2099-12-31,Active
1399,1549,Pro,999,2026-01-12,2099-12-31,Active
1400,1550,Enterprise,2999,2024-11-25,2099-12-31,Active
1401,1551,Basic,499,2026-06-03,2099-12-31,Active
1402,1552,Pro,999,2025-12-10,2099-12-31,Active
1403,1553,Enterprise,2999,2024-07-02,2099-12-31,Active
1404,1554,Basic,499,2025-04-14,2025-09-30 00:00:00,Cancelled
1405,1555,Enterprise,2999,2026-02-06,2099-12-31,Active
1406,1556,Basic,499,2025-07-15,2099-12-31,Active
1407,1557,Enterprise,2999,2024-11-02,2025-08-23 00:00:00,Cancelled
1408,1559,Pro,999,2025-04-26,2099-12-31,Active
1409,1560,Pro,999,2025-02-18,2099-12-31,Active
1410,1561,Enterprise,2999,2024-12-27,2025-03-09 00:00:00,Cancelled
1411,1562,Enterprise,2999,2026-01-26,2099-12-31,Active
1412,1563,Enterprise,2999,2026-04-23,2099-12-31,Active
1413,1564,Enterprise,2999,2024-12-15,2025-02-21 00:00:00,Cancelled
1414,1565,Pro,999,2024-10-18,2099-12-31,Active
1415,1566,Basic,499,2024-07-01,2099-12-31,Active
1416,1567,Enterprise,2999,2025-05-19,2099-12-31,Active
1417,1568,Basic,499,2024-10-18,2099-12-31,Active
1418,1569,Pro,999,2025-03-15,2099-12-31,Active
1419,1570,Enterprise,2999,2025-02-07,2025-07-01 00:00:00,Cancelled
1420,1571,Basic,499,2025-12-23,2099-12-31,Active
1421,1572,Basic,499,2024-11-14,2099-12-31,Active
1422,1573,Pro,999,2024-10-18,2025-09-11 00:00:00,Cancelled
1423,1575,Basic,499,2024-07-02,2099-12-31,Active
1424,1576,Basic,499,2025-08-10,2099-12-31,Active
1425,1577,Basic,499,2024-10-22,2099-12-31,Active
1426,1578,Enterprise,2999,2024-11-16,2099-12-31,Active
1427,1579,Basic,499,2025-03-26,2099-12-31,Active
1428,1580,Basic,499,2026-05-08,2099-12-31,Active
1429,1581,Basic,499,2025-03-22,2026-03-22 00:00:00,Cancelled
1430,1582,Enterprise,2999,2025-03-23,2099-12-31,Active
1431,1584,Pro,999,2025-11-20,2099-12-31,Active
1432,1585,Basic,499,2025-12-03,2099-12-31,Active
1433,1586,Enterprise,2999,2024-09-15,2099-12-31,Active
1434,1587,Basic,499,2026-03-22,2026-05-19 00:00:00,Cancelled
1435,1588,Pro,999,2025-05-20,2099-12-31,Active
1436,1589,Basic,499,2026-03-26,2099-12-31,Active
1437,1590,Basic,499,2026-05-26,2099-12-31,Active
1438,1591,Enterprise,2999,2025-07-25,2099-12-31,Active
1439,1592,Enterprise,2999,2026-06-10,2099-12-31,Active
1440,1593,Basic,499,2026-02-17,2099-12-31,Active
1441,1594,Enterprise,2999,2025-12-21,2099-12-31,Active
1442,1595,Pro,999,2025-04-16,2099-12-31,Active
1443,1596,Enterprise,2999,2025-04-18,2099-12-31,Active
1444,1597,Pro,999,2026-05-14,2099-12-31,Active
1445,1598,Pro,999,2025-11-17,2099-12-31,Active
1446,1599,Pro,999,2026-04-16,2099-12-31,Active
1447,1600,Basic,499,2026-02-18,2099-12-31,Active
1448,1601,Basic,499,2024-07-19,2099-12-31,Active
1449,1602,Pro,999,2024-12-30,2099-12-31,Active
1450,1603,Enterprise,2999,2026-01-06,2099-12-31,Active
1451,1604,Enterprise,2999,2025-05-14,2099-12-31,Active
1452,1605,Basic,499,2025-06-30,2099-12-31,Active
1453,1606,Pro,999,2026-04-20,2099-12-31,Active
1454,1608,Enterprise,2999,2025-12-28,2099-12-31,Active
1455,1609,Enterprise,2999,2025-04-13,2099-12-31,Active
1456,1610,Enterprise,2999,2024-08-01,2099-12-31,Active
1457,1611,Pro,999,2025-05-05,2099-12-31,Active
1458,1612,Enterprise,2999,2025-06-29,2025-12-01 00:00:00,Cancelled
1459,1613,Enterprise,2999,2025-10-04,2025-11-18 00:00:00,Cancelled
1460,1614,Enterprise,2999,2026-01-25,2099-12-31,Active
1461,1616,Enterprise,2999,2024-11-09,2099-12-31,Active
1462,1617,Enterprise,2999,2025-02-16,2099-12-31,Active
1463,1618,Enterprise,2999,2025-02-10,2025-09-29 00:00:00,Cancelled
1464,1619,Enterprise,2999,2024-08-12,2099-12-31,Active
1465,1620,Basic,499,2024-11-19,2099-12-31,Active
1466,1621,Pro,999,2024-08-01,2025-07-02 00:00:00,Cancelled
1467,1622,Pro,999,2026-02-19,2026-12-09 00:00:00,Cancelled
1468,1623,Basic,499,2026-05-09,2099-12-31,Active
1469,1624,Enterprise,2999,2025-11-06,2099-12-31,Active
1470,1625,Pro,999,2026-02-09,2099-12-31,Active
1471,1626,Enterprise,2999,2024-10-01,2099-12-31,Active
1472,1628,Pro,999,2025-11-23,2099-12-31,Active
1473,1629,Enterprise,2999,2025-08-31,2099-12-31,Active
1474,1630,Enterprise,2999,2026-04-13,2099-12-31,Active
1475,1631,Enterprise,2999,2024-07-15,2099-12-31,Active
1476,1632,Pro,999,2024-11-20,2025-10-20 00:00:00,Cancelled
1477,1633,Basic,499,2026-05-14,2099-12-31,Active
1478,1634,Pro,999,2024-12-09,2099-12-31,Active
1479,1635,Basic,499,2025-03-27,2099-12-31,Active
1480,1636,Basic,499,2025-05-29,2099-12-31,Active
1481,1637,Enterprise,2999,2026-01-02,2099-12-31,Active
1482,1638,Basic,499,2026-06-10,2099-12-31,Active
1483,1640,Enterprise,2999,2026-03-05,2099-12-31,Active
1484,1641,Basic,499,2024-12-09,2099-12-31,Active
1485,1642,Basic,499,2026-05-09,2099-12-31,Active
1486,1643,Basic,499,2025-10-18,2099-12-31,Active
1487,1644,Pro,999,2026-04-03,2099-12-31,Active
1488,1645,Enterprise,2999,2026-02-17,2099-12-31,Active
1489,1647,Enterprise,2999,2026-05-09,2099-12-31,Active
1490,1648,Pro,999,2025-08-05,2099-12-31,Active
1491,1649,Basic,499,2024-12-03,2099-12-31,Active
1492,1650,Pro,999,2026-06-18,2099-12-31,Active
1493,1651,Pro,999,2025-10-26,2099-12-31,Active
1494,1652,Enterprise,2999,2024-09-18,2099-12-31,Active
1495,1653,Enterprise,2999,2025-11-11,2099-12-31,Active
1496,1654,Enterprise,2999,2025-05-02,2099-12-31,Active
1497,1655,Basic,499,2025-04-18,2025-12-26 00:00:00,Cancelled
1498,1656,Basic,499,2025-02-25,2099-12-31,Active
1499,1657,Pro,999,2025-01-01,2099-12-31,Active
1500,1658,Enterprise,2999,2025-11-17,2099-12-31,Active
1501,1659,Basic,499,2024-11-30,2099-12-31,Active
1502,1660,Enterprise,2999,2025-09-05,2099-12-31,Active
1503,1661,Basic,499,2025-03-02,2099-12-31,Active
1504,1662,Enterprise,2999,2026-05-02,2099-12-31,Active
1505,1663,Pro,999,2026-02-25,2099-12-31,Active
1506,1664,Pro,999,2025-10-04,2099-12-31,Active
1507,1665,Pro,999,2026-02-10,2099-12-31,Active
1508,1666,Pro,999,2026-06-10,2099-12-31,Active
1509,1667,Enterprise,2999,2025-06-13,2099-12-31,Active
1510,1668,Pro,999,2025-08-29,2099-12-31,Active
1511,1669,Pro,999,2026-02-23,2099-12-31,Active
1512,1670,Basic,499,2025-02-09,2025-09-25 00:00:00,Cancelled
1513,1671,Basic,499,2024-09-02,2099-12-31,Active
1514,1672,Pro,999,2025-10-24,2099-12-31,Active
1515,1673,Enterprise,2999,2024-07-26,2099-12-31,Active
1516,1674,Pro,999,2025-07-01,2099-12-31,Active
1517,1675,Pro,999,2026-03-17,2099-12-31,Active
1518,1678,Enterprise,2999,2025-09-03,2099-12-31,Active
1519,1679,Enterprise,2999,2026-05-04,2099-12-31,Active
1520,1681,Enterprise,2999,2025-11-30,2099-12-31,Active
1521,1682,Enterprise,2999,2026-01-31,2099-12-31,Active
1522,1683,Basic,499,2026-06-17,2099-12-31,Active
1523,1684,Basic,499,2026-05-17,2099-12-31,Active
1524,1685,Enterprise,2999,2024-07-20,2099-12-31,Active
1525,1686,Enterprise,2999,2024-07-14,2099-12-31,Active
1526,1687,Basic,499,2026-03-09,2099-12-31,Active
1527,1689,Pro,999,2025-09-09,2099-12-31,Active
1528,1690,Enterprise,2999,2024-12-07,2099-12-31,Active
1529,1691,Enterprise,2999,2025-12-23,2099-12-31,Active
1530,1692,Enterprise,2999,2025-03-17,2099-12-31,Active
1531,1693,Enterprise,2999,2024-07-09,2099-12-31,Active
1532,1694,Pro,999,2025-10-07,2025-12-22 00:00:00,Cancelled
1533,1695,Basic,499,2024-09-17,2099-12-31,Active
1534,1696,Enterprise,2999,2026-06-04,2099-12-31,Active
1535,1697,Basic,499,2026-04-05,2099-12-31,Active
1536,1698,Basic,499,2026-03-31,2099-12-31,Active
1537,1699,Enterprise,2999,2024-11-28,2025-03-11 00:00:00,Cancelled
1538,1700,Basic,499,2025-10-06,2099-12-31,Active
1539,1701,Basic,499,2025-01-03,2025-07-17 00:00:00,Cancelled
1540,1702,Pro,999,2024-12-09,2099-12-31,Active
1541,1703,Pro,999,2025-05-24,2025-10-05 00:00:00,Cancelled
1542,1704,Basic,499,2025-08-22,2099-12-31,Active
1543,1705,Basic,499,2024-07-22,2099-12-31,Active
1544,1706,Enterprise,2999,2025-09-02,2099-12-31,Active
1545,1707,Enterprise,2999,2025-03-16,2099-12-31,Active
1546,1708,Basic,499,2026-04-02,2099-12-31,Active
1547,1709,Enterprise,2999,2025-06-05,2099-12-31,Active
1548,1710,Pro,999,2025-11-02,2026-07-14 00:00:00,Cancelled
1549,1711,Basic,499,2025-04-01,2099-12-31,Active
1550,1712,Enterprise,2999,2025-07-17,2099-12-31,Active
1551,1713,Enterprise,2999,2025-10-12,2099-12-31,Active
1552,1714,Basic,499,2024-10-29,2099-12-31,Active
1553,1715,Pro,999,2025-09-17,2099-12-31,Active
1554,1716,Pro,999,2025-04-18,2099-12-31,Active
1555,1717,Pro,999,2026-04-17,2099-12-31,Active
1556,1718,Basic,499,2026-02-15,2099-12-31,Active
1557,1719,Pro,999,2024-10-29,2099-12-31,Active
1558,1720,Enterprise,2999,2025-01-12,2099-12-31,Active
1559,1721,Basic,499,2025-08-06,2099-12-31,Active
1560,1722,Pro,999,2024-10-21,2099-12-31,Active
1561,1723,Enterprise,2999,2026-02-04,2026-06-24 00:00:00,Cancelled
1562,1724,Enterprise,2999,2024-07-11,2024-12-04 00:00:00,Cancelled
1563,1725,Pro,999,2025-09-22,2026-07-19 00:00:00,Cancelled
1564,1726,Enterprise,2999,2024-07-03,2099-12-31,Active
1565,1727,Basic,499,2024-09-28,2099-12-31,Active
1566,1728,Pro,999,2024-12-10,2099-12-31,Active
